mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,zcr_mean,zcr_std,chroma_mean,chroma_std,rms_mean,rms_std,tonnetz_mean,label
-438.0129089355469,53.37846374511719,194.8570556640625,36.739585876464844,25.30742073059082,21.353160858154297,-26.685651779174805,21.30548858642578,9.660219192504883,11.80466079711914,26.06698989868164,9.37338638305664,8.261078834533691,8.137519836425781,-4.840549468994141,7.630906105041504,3.0563900470733643,6.134304046630859,17.937715530395508,4.732169151306152,15.622516632080078,4.459430694580078,-0.5342550873756409,6.346132755279541,-2.457960844039917,5.894993305206299,10.81600570678711,4.56951904296875,14.639118194580078,5.939887046813965,6.002769947052002,5.537894248962402,0.8862318992614746,3.7133841514587402,3.463921546936035,3.964764356613159,6.3055243492126465,3.3077759742736816,4.970083713531494,3.1376967430114746,418.80399094002564,189.6919329818493,771.6848062994204,180.60865969146388,861.1287434895834,0.013861762152777778,0.012733048365083627,0.7402620911598206,0.17899265885353088,0.0397491492331028,0.015046964399516582,0.013932332331075367,Healthy
-549.1529541015625,46.429054260253906,95.24736022949219,30.179149627685547,59.49361801147461,20.21885871887207,36.45051956176758,11.634998321533203,27.030607223510742,10.384660720825195,25.484731674194336,9.040403366088867,26.69175910949707,8.780003547668457,25.90426254272461,9.94298267364502,22.687036514282227,9.810004234313965,19.13821792602539,6.008183002471924,13.934647560119629,4.289596080780029,8.615266799926758,4.009646892547607,7.106963157653809,3.926797866821289,9.754754066467285,3.951545476913452,12.44017219543457,4.2189412117004395,12.021306037902832,3.715965747833252,8.599989891052246,2.7961573600769043,4.6430487632751465,2.6219098567962646,2.8879730701446533,2.8281121253967285,4.276538372039795,3.0875203609466553,130.70914239550288,111.21503834206862,684.2464995895878,200.3756122801516,105.4229736328125,0.0018762659143518518,0.0010992094299187936,0.8013055324554443,0.16293521225452423,0.05452321469783783,0.01976379007101059,0.00463433179969621,Healthy
-426.864013671875,29.30164909362793,97.96517181396484,20.481172561645508,77.79707336425781,13.632012367248535,58.18449020385742,10.772599220275879,43.05907440185547,9.198180198669434,32.48526382446289,6.037276268005371,23.136524200439453,4.837332248687744,14.128937721252441,4.719860076904297,6.626209259033203,4.79820442199707,2.7265868186950684,4.38706111907959,2.5679819583892822,3.7681264877319336,4.436225414276123,3.071507692337036,6.0417304039001465,2.52544903755188,6.785815238952637,2.550039291381836,7.109409809112549,3.051281452178955,7.733802318572998,2.668773651123047,8.260017395019531,2.564621925354004,8.276754379272461,2.427323341369629,7.805328369140625,2.3917763233184814,7.117574691772461,2.350327968597412,160.01684155144582,114.8871738117389,790.7804544788431,241.26016369926805,120.72550455729167,0.002032244646990741,0.0016502763569261176,0.8011484742164612,0.15926280617713928,0.19076047837734222,0.09481770545244217,-0.01752166269162314,Healthy
-462.1988525390625,24.62851333618164,85.59036254882812,14.53821086883545,70.40816497802734,11.118494033813477,54.93943786621094,6.962973117828369,41.88191604614258,4.143962383270264,30.80512237548828,3.5726613998413086,21.057010650634766,4.065973281860352,13.180485725402832,4.77437686920166,8.155106544494629,4.89886999130249,6.119000434875488,4.0084228515625,6.246747016906738,2.979867696762085,7.236976146697998,2.778761863708496,8.164175987243652,2.7471866607666016,8.684761047363281,2.651491165161133,8.959409713745117,2.6425352096557617,9.14628791809082,2.595733642578125,9.213648796081543,2.6229135990142822,9.05055046081543,2.798696994781494,8.66579818725586,2.897401809692383,8.130156517028809,2.8367490768432617,166.8269990500839,105.26119459836501,873.9875263867499,227.00926129150653,80.84920247395833,0.001614040798611111,0.0008649771464573851,0.8046438097953796,0.16005860269069672,0.16072259843349457,0.06503608822822571,-0.013193249693711726,Healthy
-448.3762512207031,30.83931541442871,127.0465316772461,24.374906539916992,45.242584228515625,21.543514251708984,28.26869010925293,11.158227920532227,32.817169189453125,7.602150917053223,34.87738800048828,10.727683067321777,24.50727653503418,10.304849624633789,8.845539093017578,8.8628568649292,3.865003824234009,7.525396347045898,10.615629196166992,6.946962833404541,15.475156784057617,6.371920585632324,7.180465221405029,5.028906345367432,0.48375728726387024,4.605792999267578,4.4618611335754395,4.225821495056152,8.317120552062988,3.8915581703186035,8.134747505187988,3.5155577659606934,5.529295921325684,3.14296817779541,2.805452585220337,3.2216498851776123,3.8504490852355957,2.8510115146636963,5.955328941345215,3.1846742630004883,302.85035121917986,142.93779275187148,1113.1677100702716,271.0887470044567,220.31656901041666,0.0027827510127314816,0.003231631164855063,0.7876824140548706,0.17152296006679535,0.0893675833940506,0.044965848326683044,-0.01928099874185613,Healthy
-501.9976501464844,29.916908264160156,87.01591491699219,26.588552474975586,58.71855545043945,15.618755340576172,36.37274169921875,11.984259605407715,33.37236022949219,7.743796348571777,35.01344680786133,8.193197250366211,27.88365364074707,8.70626163482666,18.199216842651367,9.902347564697266,14.980216026306152,8.807642936706543,13.927168846130371,6.467119216918945,16.272245407104492,6.235192775726318,10.810380935668945,5.503444671630859,7.339375972747803,5.201279640197754,9.263016700744629,5.027903079986572,7.561079978942871,3.930453062057495,9.72964859008789,3.953202247619629,3.5140933990478516,4.575573921203613,5.144373416900635,3.612159252166748,6.587976932525635,2.9850170612335205,9.124841690063477,3.8559842109680176,189.63007110081492,117.16215933480875,993.9311505543791,211.96025589093952,85.33528645833333,0.0020458080150462963,0.0018590873523643325,0.7956437468528748,0.16818588972091675,0.10924708098173141,0.03562827408313751,0.004826176806145249,Healthy
-411.9156799316406,44.7841796875,162.30740356445312,33.924495697021484,30.918087005615234,16.919448852539062,-13.999942779541016,18.60565757751465,12.273842811584473,10.228680610656738,23.896406173706055,8.793939590454102,4.206593036651611,12.087531089782715,-7.69860315322876,9.190006256103516,4.150662899017334,6.0098042488098145,17.737234115600586,5.920001983642578,11.358344078063965,6.864957332611084,-2.969538450241089,8.37655258178711,-1.102632999420166,5.466864585876465,12.251035690307617,5.498162746429443,14.024909019470215,5.362057209014893,4.005537509918213,4.546615123748779,-0.029954111203551292,4.145537853240967,4.567594051361084,4.046364784240723,6.482326030731201,4.029886722564697,4.470582962036133,3.8840479850769043,495.04492026691054,215.92187131669053,971.4941885587725,274.33852623547995,931.1614990234375,0.016106499565972224,0.012755896978164715,0.7215880751609802,0.19338048994541168,0.043844930827617645,0.034735579043626785,-0.002506879345922652,Healthy
-427.4098815917969,20.06608772277832,90.41080474853516,9.68892765045166,72.82649993896484,8.700582504272461,53.81364059448242,5.297618865966797,37.31789779663086,4.706535339355469,25.838876724243164,3.9390206336975098,18.046918869018555,3.8188092708587646,12.493541717529297,3.330043315887451,8.394597053527832,3.2526090145111084,6.191471576690674,3.2060952186584473,5.694354057312012,2.59102725982666,6.036447048187256,2.4211156368255615,6.002851486206055,2.7096896171569824,5.261480331420898,2.523953676223755,4.302380084991455,2.4607081413269043,4.015415191650391,2.640994071960449,4.576362133026123,2.5148372650146484,5.533144474029541,2.370720624923706,6.122702121734619,2.387462615966797,6.07587194442749,2.385026693344116,198.94353836248155,124.52514140530047,927.8222735303998,254.72811923765443,128.60107421875,0.0015891746238425927,0.0010169787882189335,0.7998218536376953,0.1622910499572754,0.14222897589206696,0.08194340765476227,0.020390778698414956,Healthy
-404.534912109375,18.861326217651367,82.04009246826172,14.056427001953125,68.91719055175781,9.12120246887207,54.38762283325195,6.1826491355896,40.67198944091797,5.247255325317383,29.544790267944336,4.4171833992004395,20.90760040283203,4.782390117645264,14.641529083251953,4.672103404998779,10.815461158752441,4.437954902648926,9.407151222229004,3.8839423656463623,9.693199157714844,3.1620664596557617,10.531177520751953,2.712249517440796,11.080193519592285,2.485563278198242,11.176627159118652,2.429673671722412,10.94951343536377,2.3092329502105713,10.582494735717773,2.104405403137207,10.048517227172852,2.1342315673828125,9.327370643615723,2.2008626461029053,8.547844886779785,2.2765142917633057,7.857141971588135,2.4067699909210205,98.40542230247104,93.65462134324989,618.0641121270957,208.22384318164296,63.702392578125,0.001304343894675926,0.0007060735886016247,0.8107374906539917,0.15474821627140045,0.35373780131340027,0.1268199384212494,0.0175934237753264,Healthy
-428.9190673828125,31.393178939819336,80.25918579101562,17.726106643676758,66.52999114990234,12.171208381652832,52.906246185302734,7.677186012268066,40.96244430541992,5.549355506896973,30.781322479248047,4.382038593292236,22.714889526367188,4.94749116897583,16.333972930908203,5.251291275024414,11.938502311706543,5.195075988769531,9.081579208374023,5.121960639953613,7.989673614501953,4.756897926330566,7.555874824523926,4.281255722045898,7.45622444152832,3.9783096313476562,7.042957305908203,3.8980765342712402,6.582182884216309,3.595348834991455,5.826031684875488,3.277318239212036,5.218319416046143,2.9675798416137695,4.809566497802734,2.5800514221191406,4.905022144317627,2.6104798316955566,5.275261402130127,2.9260213375091553,268.05566961264185,145.09986016107095,1216.729633361154,282.2757596876578,113.54777018229167,0.0020345052083333335,0.0016571749510960574,0.8061898350715637,0.15886276960372925,0.1862150877714157,0.09355592727661133,-0.0037008225674846225,Healthy
